participant_id,group,type,sentence_id,sentence,condition,lexicalization,value
F1122,,training,T2,Дети пришел домой.,,,5
F1122,,training,T3,Большинство гостей уже ушло.,,,3
F1122,,filler_neg,FN4,Ваня потерял любое золотое кольцо.,,,1
F1122,A,stimulus,SE2,Маша спела какую-нибудь песню.,episodic,2,5
F1122,,filler_pos,FP2,Ваня прочитал какую-то странную статью.,,,5
F1122,A,stimulus,SQ2,Каждый участник конкурса спел какую-нибудь песню.,quantified,2,5
F1122,,filler_pos,FP3,Петя купил очень красивое пальто.,,,5
F1122,A,stimulus,SM3,Катя должна показать какой-нибудь фокус.,modalized,3,5
F1122,,filler_neg,FN3,Ваня купил любую книгу про динозавров.,,,5
F1122,A,stimulus,SE1,Маша загадала какое-нибудь число.,episodic,1,5
F1122,,filler_pos,FP1,Ваня нарисовал какое-то экзотическое растение.,,,5
F1122,A,stimulus,SM4,Катя должна рассказать какой-нибудь анекдот.,modalized,4,5
F1122,,filler_neg,FN1,Петя нарисовал какое-либо необычное животное.,,,5
F1122,,filler_neg,FN2,Петя прочитал какое-либо длинное стихотворение.,,,5
F1122,A,stimulus,SQ3,Каждый участник конкурса показал какой-нибудь фокус.,quantified,3,5
